Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency,Frequency (meV),vDOS Cryo Temperature
3.789,3789,18.00001755,3.7896,3789.6,0.00001671
3.7892,3789.2,18.00001687,3.7898,3789.8,0.000016613
3.7894,3789.4,18.00001754,3.79,3790,0.000016725
3.7896,3789.6,18.00001686,3.7902,3790.2,0.000016597
3.7898,3789.8,18.00001754,3.7904,3790.4,0.000016702
3.79,3790,18.00001685,3.7906,3790.6,0.000016594
3.7902,3790.2,18.00001755,3.7908,3790.8,0.000016728
3.7904,3790.4,18.00001687,3.791,3791,0.000016604
3.7906,3790.6,18.00001754,3.7912,3791.2,0.000016704
3.7908,3790.8,18.00001686,3.7914,3791.4,0.000016618
3.791,3791,18.00001754,3.7917,3791.7,0.000016683
3.7912,3791.2,18.00001685,3.7919,3791.9,0.000016597
3.7914,3791.4,18.00001753,3.7921,3792.1,0.00001671
3.7917,3791.7,18.00001685,3.7923,3792.3,0.000016611
3.7919,3791.9,18.00001754,3.7925,3792.5,0.000016702
3.7921,3792.1,18.00001686,3.7927,3792.7,0.00001659
3.7923,3792.3,18.00001755,3.7929,3792.9,0.000016713
3.7925,3792.5,18.00001687,3.7931,3793.1,0.000016593
3.7927,3792.7,18.00001753,3.7933,3793.3,0.000016685
3.7929,3792.9,18.00001687,3.7935,3793.5,0.000016592
3.7931,3793.1,18.00001754,3.7937,3793.7,0.000016694
3.7933,3793.3,18.00001686,3.7939,3793.9,0.000016589
3.7935,3793.5,18.00001751,3.7941,3794.1,0.000016711
3.7937,3793.7,18.00001689,3.7943,3794.3,0.000016612
3.7939,3793.9,18.00001752,3.7946,3794.6,0.000016684
3.7941,3794.1,18.00001688,3.7948,3794.8,0.000016584
3.7943,3794.3,18.00001753,3.795,3795,0.000016688
3.7946,3794.6,18.00001686,3.7952,3795.2,0.000016593
3.7948,3794.8,18.00001754,3.7954,3795.4,0.000016712
3.795,3795,18.00001686,3.7956,3795.6,0.000016597
3.7952,3795.2,18.00001751,3.7958,3795.8,0.000016693
3.7954,3795.4,18.00001686,3.796,3796,0.000016586
3.7956,3795.6,18.00001753,3.7962,3796.2,0.000016692
3.7958,3795.8,18.00001685,3.7964,3796.4,0.000016591
3.796,3796,18.00001753,3.7966,3796.6,0.000016695
3.7962,3796.2,18.00001687,3.7968,3796.8,0.000016587
3.7964,3796.4,18.00001752,3.797,3797,0.000016702
3.7966,3796.6,18.00001685,3.7972,3797.2,0.000016585
3.7968,3796.8,18.00001751,3.7974,3797.4,0.000016683
3.797,3797,18.00001687,3.7977,3797.7,0.000016573
3.7972,3797.2,18.00001754,3.7979,3797.9,0.000016661
3.7974,3797.4,18.00001686,3.7981,3798.1,0.000016588
3.7977,3797.7,18.00001753,3.7983,3798.3,0.000016702
3.7979,3797.9,18.00001686,3.7985,3798.5,0.000016587
3.7981,3798.1,18.0000175,3.7987,3798.7,0.000016696
3.7983,3798.3,18.00001686,3.7989,3798.9,0.000016596
3.7985,3798.5,18.00001752,3.7991,3799.1,0.000016683
3.7987,3798.7,18.00001685,3.7993,3799.3,0.000016588
3.7989,3798.9,18.00001751,3.7995,3799.5,0.00001669
3.7991,3799.1,18.00001688,3.7997,3799.7,0.000016584
3.7993,3799.3,18.00001751,3.7999,3799.9,0.000016708
3.7995,3799.5,18.00001686,3.8001,3800.1,0.00001657
3.7997,3799.7,18.00001751,3.8003,3800.3,0.000016689
3.7999,3799.9,18.00001686,3.8005,3800.5,0.000016574
3.8001,3800.1,18.00001752,3.8008,3800.8,0.000016697
3.8003,3800.3,18.00001685,3.801,3801,0.000016571
3.8005,3800.5,18.00001751,3.8012,3801.2,0.000016671
3.8008,3800.8,18.00001686,3.8014,3801.4,0.000016595
3.801,3801,18.0000175,3.8016,3801.6,0.00001668
3.8012,3801.2,18.00001686,3.8018,3801.8,0.000016581
3.8014,3801.4,18.00001752,3.802,3802,0.000016688
3.8016,3801.6,18.00001684,3.8022,3802.2,0.000016589
3.8018,3801.8,18.00001752,3.8024,3802.4,0.000016684
3.802,3802,18.00001686,3.8026,3802.6,0.00001658
3.8022,3802.2,18.00001751,3.8028,3802.8,0.000016685
3.8024,3802.4,18.00001686,3.803,3803,0.000016547
3.8026,3802.6,18.0000175,3.8032,3803.2,0.000016678
3.8028,3802.8,18.00001685,3.8034,3803.4,0.000016573
3.803,3803,18.00001752,3.8036,3803.6,0.000016693
3.8032,3803.2,18.00001686,3.8039,3803.9,0.000016571
3.8034,3803.4,18.00001751,3.8041,3804.1,0.000016683
3.8036,3803.6,18.00001683,3.8043,3804.3,0.000016605
3.8039,3803.9,18.00001749,3.8045,3804.5,0.000016688
3.8041,3804.1,18.00001684,3.8047,3804.7,0.000016583
3.8043,3804.3,18.00001751,3.8049,3804.9,0.000016675
3.8045,3804.5,18.00001686,3.8051,3805.1,0.000016589
3.8047,3804.7,18.00001751,3.8053,3805.3,0.000016669
3.8049,3804.9,18.00001687,3.8055,3805.5,0.000016572
3.8051,3805.1,18.00001749,3.8057,3805.7,0.000016669
3.8053,3805.3,18.00001685,3.8059,3805.9,0.000016568
3.8055,3805.5,18.00001751,3.8061,3806.1,0.000016667
3.8057,3805.7,18.00001685,3.8063,3806.3,0.000016587
3.8059,3805.9,18.00001752,3.8065,3806.5,0.000016685
3.8061,3806.1,18.00001686,3.8068,3806.8,0.000016573
3.8063,3806.3,18.00001751,3.807,3807,0.000016669
3.8065,3806.5,18.00001686,3.8072,3807.2,0.000016563
3.8068,3806.8,18.00001749,3.8074,3807.4,0.000016662
3.807,3807,18.00001685,3.8076,3807.6,0.000016561
3.8072,3807.2,18.0000175,3.8078,3807.8,0.000016652
3.8074,3807.4,18.00001685,3.808,3808,0.000016578
3.8076,3807.6,18.00001752,3.8082,3808.2,0.000016674
3.8078,3807.8,18.00001684,3.8084,3808.4,0.000016575
3.808,3808,18.00001749,3.8086,3808.6,0.000016663
3.8082,3808.2,18.00001686,3.8088,3808.8,0.00001657
3.8084,3808.4,18.0000175,3.809,3809,0.000016673
3.8086,3808.6,18.00001684,3.8092,3809.2,0.000016567
3.8088,3808.8,18.0000175,3.8094,3809.4,0.000016685
3.809,3809,18.00001686,3.8096,3809.6,0.000016576
3.8092,3809.2,18.00001748,3.8099,3809.9,0.00001666
3.8094,3809.4,18.00001686,3.8101,3810.1,0.000016566
3.8096,3809.6,18.00001749,3.8103,3810.3,0.00001667
3.8099,3809.9,18.00001684,3.8105,3810.5,0.000016585
3.8101,3810.1,18.0000175,3.8107,3810.7,0.00001667
3.8103,3810.3,18.00001687,3.8109,3810.9,0.000016562
3.8105,3810.5,18.00001749,3.8111,3811.1,0.000016655
3.8107,3810.7,18.00001685,3.8113,3811.3,0.000016569
3.8109,3810.9,18.0000175,3.8115,3811.5,0.000016667
3.8111,3811.1,18.00001684,3.8117,3811.7,0.000016546
3.8113,3811.3,18.00001749,3.8119,3811.9,0.000016687
3.8115,3811.5,18.00001685,3.8121,3812.1,0.000016574
3.8117,3811.7,18.00001747,3.8123,3812.3,0.000016674
3.8119,3811.9,18.00001684,3.8125,3812.5,0.000016578
3.8121,3812.1,18.00001748,3.8127,3812.7,0.000016657
3.8123,3812.3,18.00001686,3.813,3813,0.000016573
3.8125,3812.5,18.00001749,3.8132,3813.2,0.000016667
3.8127,3812.7,18.00001685,3.8134,3813.4,0.000016574
3.813,3813,18.00001748,3.8136,3813.6,0.000016674
3.8132,3813.2,18.00001687,3.8138,3813.8,0.000016551
3.8134,3813.4,18.00001749,3.814,3814,0.000016638
3.8136,3813.6,18.00001686,3.8142,3814.2,0.00001656
3.8138,3813.8,18.0000175,3.8144,3814.4,0.000016661
3.814,3814,18.00001685,3.8146,3814.6,0.000016538
3.8142,3814.2,18.00001748,3.8148,3814.8,0.000016667
3.8144,3814.4,18.00001684,3.815,3815,0.000016566
3.8146,3814.6,18.00001747,3.8152,3815.2,0.00001667
3.8148,3814.8,18.00001686,3.8154,3815.4,0.000016554
3.815,3815,18.00001748,3.8156,3815.6,0.000016656
3.8152,3815.2,18.00001684,3.8159,3815.9,0.000016568
3.8154,3815.4,18.00001747,3.8161,3816.1,0.000016666
3.8156,3815.6,18.00001685,3.8163,3816.3,0.000016565
3.8159,3815.9,18.00001749,3.8165,3816.5,0.00001664
3.8161,3816.1,18.00001686,3.8167,3816.7,0.000016558
3.8163,3816.3,18.00001748,3.8169,3816.9,0.00001666
3.8165,3816.5,18.00001684,3.8171,3817.1,0.00001655
3.8167,3816.7,18.00001748,3.8173,3817.3,0.000016658
3.8169,3816.9,18.00001685,3.8175,3817.5,0.000016552
3.8171,3817.1,18.00001748,3.8177,3817.7,0.000016653
3.8173,3817.3,18.00001684,3.8179,3817.9,0.000016571
3.8175,3817.5,18.00001748,3.8181,3818.1,0.000016651
3.8177,3817.7,18.00001686,3.8183,3818.3,0.000016558
3.8179,3817.9,18.00001745,3.8185,3818.5,0.000016643
3.8181,3818.1,18.00001685,3.8187,3818.7,0.000016565
3.8183,3818.3,18.00001747,3.819,3819,0.000016644
3.8185,3818.5,18.00001684,3.8192,3819.2,0.000016559
3.8187,3818.7,18.00001747,3.8194,3819.4,0.000016646
3.819,3819,18.00001686,3.8196,3819.6,0.00001656
3.8192,3819.2,18.00001747,3.8198,3819.8,0.000016657
3.8194,3819.4,18.00001684,3.82,3820,0.000016549
3.8196,3819.6,18.00001747,3.8202,3820.2,0.000016656
3.8198,3819.8,18.00001684,3.8204,3820.4,0.000016529
3.82,3820,18.00001747,3.8206,3820.6,0.000016673
3.8202,3820.2,18.00001685,3.8208,3820.8,0.000016552
3.8204,3820.4,18.00001745,3.821,3821,0.000016647
3.8206,3820.6,18.00001684,3.8212,3821.2,0.000016545
3.8208,3820.8,18.00001747,3.8214,3821.4,0.000016629
3.821,3821,18.00001686,3.8216,3821.6,0.000016547
3.8212,3821.2,18.00001745,3.8218,3821.8,0.000016629
3.8214,3821.4,18.00001685,3.8221,3822.1,0.000016544
3.8216,3821.6,18.00001745,3.8223,3822.3,0.000016658
3.8218,3821.8,18.00001685,3.8225,3822.5,0.000016558
3.8221,3822.1,18.00001744,3.8227,3822.7,0.000016672
3.8223,3822.3,18.00001684,3.8229,3822.9,0.000016566
3.8225,3822.5,18.00001747,3.8231,3823.1,0.000016652
3.8227,3822.7,18.00001684,3.8233,3823.3,0.000016541
3.8229,3822.9,18.00001747,3.8235,3823.5,0.00001665
3.8231,3823.1,18.00001686,3.8237,3823.7,0.000016538
3.8233,3823.3,18.00001747,3.8239,3823.9,0.000016644
3.8235,3823.5,18.00001683,3.8241,3824.1,0.000016535
3.8237,3823.7,18.00001745,3.8243,3824.3,0.000016639
3.8239,3823.9,18.00001686,3.8245,3824.5,0.000016541
3.8241,3824.1,18.00001746,3.8247,3824.7,0.000016636
3.8243,3824.3,18.00001685,3.825,3825,0.000016537
3.8245,3824.5,18.00001747,3.8252,3825.2,0.000016636
3.8247,3824.7,18.00001685,3.8254,3825.4,0.000016548
3.825,3825,18.00001746,3.8256,3825.6,0.000016658
3.8252,3825.2,18.00001684,3.8258,3825.8,0.000016555
3.8254,3825.4,18.00001745,3.826,3826,0.000016639
3.8256,3825.6,18.00001683,3.8262,3826.2,0.000016547
3.8258,3825.8,18.00001745,3.8264,3826.4,0.000016648
3.826,3826,18.00001683,3.8266,3826.6,0.000016556
3.8262,3826.2,18.00001747,3.8268,3826.8,0.000016653
3.8264,3826.4,18.00001685,3.827,3827,0.00001653
3.8266,3826.6,18.00001745,3.8272,3827.2,0.000016657
3.8268,3826.8,18.00001684,3.8274,3827.4,0.000016548
3.827,3827,18.00001745,3.8276,3827.6,0.00001663
3.8272,3827.2,18.00001682,3.8278,3827.8,0.000016536
3.8274,3827.4,18.00001743,3.8281,3828.1,0.00001662
3.8276,3827.6,18.00001685,3.8283,3828.3,0.000016553
3.8278,3827.8,18.00001743,3.8285,3828.5,0.000016652
3.8281,3828.1,18.00001683,3.8287,3828.7,0.000016526
3.8283,3828.3,18.00001745,3.8289,3828.9,0.000016659
3.8285,3828.5,18.00001684,3.8291,3829.1,0.000016555
3.8287,3828.7,18.00001744,3.8293,3829.3,0.00001662
3.8289,3828.9,18.00001684,3.8295,3829.5,0.000016548
3.8291,3829.1,18.00001745,3.8297,3829.7,0.000016637
3.8293,3829.3,18.00001683,3.8299,3829.9,0.000016536
3.8295,3829.5,18.00001744,3.8301,3830.1,0.000016643
3.8297,3829.7,18.00001684,3.8303,3830.3,0.000016535
3.8299,3829.9,18.00001743,3.8305,3830.5,0.000016632
3.8301,3830.1,18.00001684,3.8307,3830.7,0.000016539
3.8303,3830.3,18.00001743,3.8309,3830.9,0.000016632
3.8305,3830.5,18.00001683,3.8312,3831.2,0.000016525
3.8307,3830.7,18.00001744,3.8314,3831.4,0.000016625
3.8309,3830.9,18.00001684,3.8316,3831.6,0.000016532
3.8312,3831.2,18.00001743,3.8318,3831.8,0.000016621
3.8314,3831.4,18.00001685,3.832,3832,0.000016541
3.8316,3831.6,18.00001742,3.8322,3832.2,0.00001663
3.8318,3831.8,18.00001685,3.8324,3832.4,0.000016537
3.832,3832,18.00001745,3.8326,3832.6,0.000016638
3.8322,3832.2,18.00001683,3.8328,3832.8,0.000016549
3.8324,3832.4,18.00001742,3.833,3833,0.00001663
3.8326,3832.6,18.00001684,3.8332,3833.2,0.000016533
3.8328,3832.8,18.00001743,3.8334,3833.4,0.000016644
3.833,3833,18.00001685,3.8336,3833.6,0.000016512
3.8332,3833.2,18.00001744,3.8338,3833.8,0.000016618
3.8334,3833.4,18.00001684,3.834,3834,0.000016527
3.8336,3833.6,18.00001741,3.8343,3834.3,0.000016623
3.8338,3833.8,18.00001685,3.8345,3834.5,0.000016538
3.834,3834,18.00001744,3.8347,3834.7,0.000016638
3.8343,3834.3,18.00001683,3.8349,3834.9,0.000016528
3.8345,3834.5,18.00001743,3.8351,3835.1,0.000016615
3.8347,3834.7,18.00001684,3.8353,3835.3,0.000016524
3.8349,3834.9,18.00001743,3.8355,3835.5,0.0000166
3.8351,3835.1,18.00001685,3.8357,3835.7,0.000016507
3.8353,3835.3,18.00001742,3.8359,3835.9,0.000016633
3.8355,3835.5,18.00001683,3.8361,3836.1,0.000016529
3.8357,3835.7,18.00001741,3.8363,3836.3,0.000016623
3.8359,3835.9,18.00001683,3.8365,3836.5,0.000016552
3.8361,3836.1,18.00001743,3.8367,3836.7,0.000016613
3.8363,3836.3,18.00001683,3.8369,3836.9,0.000016534
3.8365,3836.5,18.00001743,3.8372,3837.2,0.000016622
3.8367,3836.7,18.00001686,3.8374,3837.4,0.000016535
3.8369,3836.9,18.00001741,3.8376,3837.6,0.000016615
3.8372,3837.2,18.00001683,3.8378,3837.8,0.00001653
3.8374,3837.4,18.00001743,3.838,3838,0.000016627
3.8376,3837.6,18.00001683,3.8382,3838.2,0.000016531
3.8378,3837.8,18.00001742,3.8384,3838.4,0.000016628
3.838,3838,18.00001683,3.8386,3838.6,0.000016531
3.8382,3838.2,18.00001742,3.8388,3838.8,0.000016615
3.8384,3838.4,18.00001682,3.839,3839,0.000016546
3.8386,3838.6,18.0000174,3.8392,3839.2,0.000016633
3.8388,3838.8,18.00001687,3.8394,3839.4,0.000016534
3.839,3839,18.00001741,3.8396,3839.6,0.000016607
3.8392,3839.2,18.00001685,3.8398,3839.8,0.000016523
3.8394,3839.4,18.00001741,3.84,3840,0.000016605
3.8396,3839.6,18.00001684,3.8403,3840.3,0.000016526
3.8398,3839.8,18.00001742,3.8405,3840.5,0.000016615
3.84,3840,18.00001684,3.8407,3840.7,0.000016522
3.8403,3840.3,18.00001741,3.8409,3840.9,0.000016593
3.8405,3840.5,18.00001683,3.8411,3841.1,0.000016534
3.8407,3840.7,18.00001742,3.8413,3841.3,0.00001664
3.8409,3840.9,18.00001682,3.8415,3841.5,0.000016526
3.8411,3841.1,18.00001741,3.8417,3841.7,0.000016619
3.8413,3841.3,18.00001683,3.8419,3841.9,0.000016521
3.8415,3841.5,18.0000174,3.8421,3842.1,0.000016615
3.8417,3841.7,18.00001684,3.8423,3842.3,0.000016521
3.8419,3841.9,18.00001741,3.8425,3842.5,0.000016623
3.8421,3842.1,18.00001683,3.8427,3842.7,0.000016525
3.8423,3842.3,18.00001742,3.8429,3842.9,0.000016604
3.8425,3842.5,18.00001685,3.8431,3843.1,0.000016531
3.8427,3842.7,18.0000174,3.8434,3843.4,0.000016637
3.8429,3842.9,18.00001685,3.8436,3843.6,0.000016511
3.8431,3843.1,18.0000174,3.8438,3843.8,0.000016608
3.8434,3843.4,18.00001683,3.844,3844,0.000016517
3.8436,3843.6,18.00001741,3.8442,3844.2,0.000016622
3.8438,3843.8,18.00001685,3.8444,3844.4,0.000016526
3.844,3844,18.00001743,3.8446,3844.6,0.00001661
3.8442,3844.2,18.00001683,3.8448,3844.8,0.000016533
3.8444,3844.4,18.00001741,3.845,3845,0.000016633
3.8446,3844.6,18.00001686,3.8452,3845.2,0.000016512
3.8448,3844.8,18.00001741,3.8454,3845.4,0.000016599
3.845,3845,18.00001683,3.8456,3845.6,0.000016508
3.8452,3845.2,18.00001743,3.8458,3845.8,0.000016618
3.8454,3845.4,18.00001683,3.846,3846,0.000016509
3.8456,3845.6,18.00001741,3.8463,3846.3,0.000016607
3.8458,3845.8,18.00001683,3.8465,3846.5,0.000016531
3.846,3846,18.0000174,3.8467,3846.7,0.000016595
3.8463,3846.3,18.00001683,3.8469,3846.9,0.000016511
3.8465,3846.5,18.0000174,3.8471,3847.1,0.000016603
3.8467,3846.7,18.00001682,3.8473,3847.3,0.000016505
3.8469,3846.9,18.00001739,3.8475,3847.5,0.000016614
3.8471,3847.1,18.00001684,3.8477,3847.7,0.000016507
3.8473,3847.3,18.00001737,3.8479,3847.9,0.000016591
3.8475,3847.5,18.00001682,3.8481,3848.1,0.00001649
3.8477,3847.7,18.0000174,3.8483,3848.3,0.000016592
3.8479,3847.9,18.00001683,3.8485,3848.5,0.000016531
3.8481,3848.1,18.0000174,3.8487,3848.7,0.000016601
3.8483,3848.3,18.00001682,3.8489,3848.9,0.000016515
3.8485,3848.5,18.00001739,3.8491,3849.1,0.000016599
3.8487,3848.7,18.00001684,3.8494,3849.4,0.000016515
3.8489,3848.9,18.00001739,3.8496,3849.6,0.000016608
3.8491,3849.1,18.00001684,3.8498,3849.8,0.000016512
3.8494,3849.4,18.00001739,3.85,3850,0.00001658
3.8496,3849.6,18.00001684,3.8502,3850.2,0.000016532
3.8498,3849.8,18.00001739,3.8504,3850.4,0.000016599
3.85,3850,18.00001683,3.8506,3850.6,0.000016513
3.8502,3850.2,18.00001739,3.8508,3850.8,0.000016588
3.8504,3850.4,18.00001683,3.851,3851,0.00001651
3.8506,3850.6,18.00001738,3.8512,3851.2,0.000016604
3.8508,3850.8,18.00001684,3.8514,3851.4,0.00001652
3.851,3851,18.0000174,3.8516,3851.6,0.000016607
3.8512,3851.2,18.00001684,3.8518,3851.8,0.000016516
3.8514,3851.4,18.0000174,3.852,3852,0.000016581
3.8516,3851.6,18.0000168,3.8522,3852.2,0.000016486
3.8518,3851.8,18.00001739,3.8525,3852.5,0.000016596
3.852,3852,18.00001684,3.8527,3852.7,0.000016519
3.8522,3852.2,18.00001738,3.8529,3852.9,0.000016599
3.8525,3852.5,18.00001683,3.8531,3853.1,0.000016516
3.8527,3852.7,18.00001738,3.8533,3853.3,0.000016595
3.8529,3852.9,18.00001681,3.8535,3853.5,0.000016515
3.8531,3853.1,18.00001737,3.8537,3853.7,0.000016599
3.8533,3853.3,18.00001682,3.8539,3853.9,0.00001652
3.8535,3853.5,18.00001739,3.8541,3854.1,0.000016586
3.8537,3853.7,18.00001682,3.8543,3854.3,0.000016514
3.8539,3853.9,18.00001739,3.8545,3854.5,0.000016594
3.8541,3854.1,18.00001681,3.8547,3854.7,0.000016513
3.8543,3854.3,18.00001736,3.8549,3854.9,0.000016596
3.8545,3854.5,18.00001683,3.8551,3855.1,0.00001651
3.8547,3854.7,18.00001739,3.8553,3855.3,0.000016578
3.8549,3854.9,18.00001681,3.8556,3855.6,0.000016496
3.8551,3855.1,18.00001736,3.8558,3855.8,0.000016588
3.8553,3855.3,18.00001683,3.856,3856,0.000016508
3.8556,3855.6,18.00001736,3.8562,3856.2,0.000016592
3.8558,3855.8,18.00001683,3.8564,3856.4,0.000016508
3.856,3856,18.00001735,3.8566,3856.6,0.000016599
3.8562,3856.2,18.00001683,3.8568,3856.8,0.0000165
3.8564,3856.4,18.00001738,3.857,3857,0.000016578
3.8566,3856.6,18.00001682,3.8572,3857.2,0.000016494
3.8568,3856.8,18.00001737,3.8574,3857.4,0.000016585
3.857,3857,18.00001682,3.8576,3857.6,0.000016513
3.8572,3857.2,18.00001737,3.8578,3857.8,0.000016592
3.8574,3857.4,18.00001684,3.858,3858,0.0000165
3.8576,3857.6,18.00001738,3.8582,3858.2,0.000016605
3.8578,3857.8,18.00001684,3.8585,3858.5,0.000016494
3.858,3858,18.00001739,3.8587,3858.7,0.000016602
3.8582,3858.2,18.00001683,3.8589,3858.9,0.000016512
3.8585,3858.5,18.00001736,3.8591,3859.1,0.000016596
3.8587,3858.7,18.00001683,3.8593,3859.3,0.000016501
3.8589,3858.9,18.00001737,3.8595,3859.5,0.000016596
3.8591,3859.1,18.00001683,3.8597,3859.7,0.000016495
3.8593,3859.3,18.00001737,3.8599,3859.9,0.000016583
3.8595,3859.5,18.00001684,3.8601,3860.1,0.000016503
3.8597,3859.7,18.00001735,3.8603,3860.3,0.00001657
3.8599,3859.9,18.00001683,3.8605,3860.5,0.000016485
3.8601,3860.1,18.00001737,3.8607,3860.7,0.000016581
3.8603,3860.3,18.00001683,3.8609,3860.9,0.000016498
3.8605,3860.5,18.00001738,3.8611,3861.1,0.000016572
3.8607,3860.7,18.00001683,3.8613,3861.3,0.000016486
3.8609,3860.9,18.00001736,3.8616,3861.6,0.000016596
3.8611,3861.1,18.00001684,3.8618,3861.8,0.000016496
3.8613,3861.3,18.00001737,3.862,3862,0.000016594
3.8616,3861.6,18.00001684,3.8622,3862.2,0.000016498
3.8618,3861.8,18.00001739,3.8624,3862.4,0.000016587
3.862,3862,18.00001681,3.8626,3862.6,0.000016499
3.8622,3862.2,18.00001737,3.8628,3862.8,0.000016581
3.8624,3862.4,18.00001683,3.863,3863,0.000016497
3.8626,3862.6,18.00001736,3.8632,3863.2,0.000016597
3.8628,3862.8,18.00001684,3.8634,3863.4,0.000016495
3.863,3863,18.00001734,3.8636,3863.6,0.000016572
3.8632,3863.2,18.00001681,3.8638,3863.8,0.000016495
3.8634,3863.4,18.00001738,3.864,3864,0.000016566
3.8636,3863.6,18.00001683,3.8642,3864.2,0.000016496
3.8638,3863.8,18.00001737,3.8644,3864.4,0.00001658
3.864,3864,18.00001681,3.8647,3864.7,0.000016492
3.8642,3864.2,18.00001734,3.8649,3864.9,0.000016567
3.8644,3864.4,18.00001683,3.8651,3865.1,0.000016506
3.8647,3864.7,18.00001735,3.8653,3865.3,0.000016563
3.8649,3864.9,18.00001682,3.8655,3865.5,0.000016514
3.8651,3865.1,18.00001736,3.8657,3865.7,0.000016571
3.8653,3865.3,18.00001682,3.8659,3865.9,0.000016495
3.8655,3865.5,18.00001735,3.8661,3866.1,0.000016605
3.8657,3865.7,18.00001682,3.8663,3866.3,0.000016505
3.8659,3865.9,18.00001736,3.8665,3866.5,0.000016567
3.8661,3866.1,18.00001683,3.8667,3866.7,0.000016493
3.8663,3866.3,18.00001735,3.8669,3866.9,0.000016558
3.8665,3866.5,18.00001681,3.8671,3867.1,0.000016494
3.8667,3866.7,18.00001734,3.8673,3867.3,0.000016568
3.8669,3866.9,18.00001681,3.8676,3867.6,0.0000165
3.8671,3867.1,18.00001734,3.8678,3867.8,0.000016562
3.8673,3867.3,18.0000168,3.868,3868,0.000016498
3.8676,3867.6,18.00001735,3.8682,3868.2,0.000016564
3.8678,3867.8,18.00001683,3.8684,3868.4,0.000016482
3.868,3868,18.00001735,3.8686,3868.6,0.000016548
3.8682,3868.2,18.00001682,3.8688,3868.8,0.000016492
3.8684,3868.4,18.00001735,3.869,3869,0.000016573
3.8686,3868.6,18.00001684,3.8692,3869.2,0.000016495
3.8688,3868.8,18.00001735,3.8694,3869.4,0.00001657
3.869,3869,18.00001681,3.8696,3869.6,0.000016489
3.8692,3869.2,18.00001733,3.8698,3869.8,0.000016575
3.8694,3869.4,18.00001683,3.87,3870,0.000016509
3.8696,3869.6,18.00001734,3.8702,3870.2,0.000016565
3.8698,3869.8,18.00001682,3.8704,3870.4,0.000016483
3.87,3870,18.00001734,3.8707,3870.7,0.000016586
3.8702,3870.2,18.00001681,3.8709,3870.9,0.000016505
3.8704,3870.4,18.00001734,3.8711,3871.1,0.000016565
3.8707,3870.7,18.00001681,3.8713,3871.3,0.000016496
3.8709,3870.9,18.00001734,3.8715,3871.5,0.000016563
3.8711,3871.1,18.00001682,3.8717,3871.7,0.000016474
3.8713,3871.3,18.00001735,3.8719,3871.9,0.000016583
3.8715,3871.5,18.00001683,3.8721,3872.1,0.000016486
3.8717,3871.7,18.00001732,3.8723,3872.3,0.000016576
3.8719,3871.9,18.00001682,3.8725,3872.5,0.000016488
3.8721,3872.1,18.00001733,3.8727,3872.7,0.000016556
3.8723,3872.3,18.00001683,3.8729,3872.9,0.000016504
3.8725,3872.5,18.00001733,3.8731,3873.1,0.000016564
3.8727,3872.7,18.00001681,3.8733,3873.3,0.000016484
3.8729,3872.9,18.00001733,3.8735,3873.5,0.000016571
3.8731,3873.1,18.00001683,3.8738,3873.8,0.000016483
3.8733,3873.3,18.00001734,3.874,3874,0.00001656
3.8735,3873.5,18.00001683,3.8742,3874.2,0.000016487
3.8738,3873.8,18.00001733,3.8744,3874.4,0.000016572
3.874,3874,18.00001683,3.8746,3874.6,0.000016494
3.8742,3874.2,18.00001733,3.8748,3874.8,0.000016557
3.8744,3874.4,18.00001683,3.875,3875,0.000016481
3.8746,3874.6,18.00001733,3.8752,3875.2,0.000016598
3.8748,3874.8,18.00001683,3.8754,3875.4,0.0000165
3.875,3875,18.00001733,3.8756,3875.6,0.000016574
3.8752,3875.2,18.00001682,3.8758,3875.8,0.000016488
3.8754,3875.4,18.00001732,3.876,3876,0.000016566
3.8756,3875.6,18.00001683,3.8762,3876.2,0.00001649
3.8758,3875.8,18.00001733,3.8764,3876.4,0.000016574
3.876,3876,18.00001684,3.8766,3876.6,0.000016496
3.8762,3876.2,18.00001732,3.8769,3876.9,0.000016543
3.8764,3876.4,18.00001683,3.8771,3877.1,0.000016469
3.8766,3876.6,18.00001734,3.8773,3877.3,0.000016554
3.8769,3876.9,18.00001683,3.8775,3877.5,0.000016478
3.8771,3877.1,18.00001734,3.8777,3877.7,0.000016562
3.8773,3877.3,18.00001682,3.8779,3877.9,0.000016475
3.8775,3877.5,18.00001731,3.8781,3878.1,0.00001656
3.8777,3877.7,18.00001683,3.8783,3878.3,0.000016468
3.8779,3877.9,18.00001731,3.8785,3878.5,0.000016556
3.8781,3878.1,18.00001682,3.8787,3878.7,0.000016496
3.8783,3878.3,18.00001731,3.8789,3878.9,0.000016575
3.8785,3878.5,18.00001681,3.8791,3879.1,0.000016496
3.8787,3878.7,18.00001732,3.8793,3879.3,0.000016551
3.8789,3878.9,18.00001684,3.8795,3879.5,0.000016458
3.8791,3879.1,18.00001732,3.8798,3879.8,0.000016568
3.8793,3879.3,18.00001679,3.88,3880,0.000016469
3.8795,3879.5,18.00001732,3.8802,3880.2,0.000016542
3.8798,3879.8,18.00001681,3.8804,3880.4,0.000016453
3.88,3880,18.00001733,3.8806,3880.6,0.000016553
3.8802,3880.2,18.00001681,3.8808,3880.8,0.000016455
3.8804,3880.4,18.0000173,3.881,3881,0.00001657
3.8806,3880.6,18.0000168,3.8812,3881.2,0.000016473
