Frequency (eV),Frequency (meV),vDOS 300K
3.0334,3033.4,0.000050364
3.0336,3033.6,0.000052326
3.0339,3033.9,5.03808E-05
3.0341,3034.1,0.000052398
3.0343,3034.3,5.03868E-05
3.0345,3034.5,5.23416E-05
3.0347,3034.7,0.00005034
3.0349,3034.9,5.23116E-05
3.0352,3035.2,5.03472E-05
3.0354,3035.4,5.22612E-05
3.0356,3035.6,5.03592E-05
3.0358,3035.8,0.000052278
3.036,3036,5.03616E-05
3.0362,3036.2,5.22948E-05
3.0365,3036.5,5.03316E-05
3.0367,3036.7,0.000052284
3.0369,3036.9,5.03256E-05
3.0371,3037.1,0.000052344
3.0373,3037.3,5.02512E-05
3.0376,3037.6,5.22024E-05
3.0378,3037.8,5.03328E-05
3.038,3038,5.22756E-05
3.0382,3038.2,5.02392E-05
3.0384,3038.4,5.22816E-05
3.0386,3038.6,0.000050298
3.0389,3038.9,0.000052218
3.0391,3039.1,0.000050268
3.0393,3039.3,5.22312E-05
3.0395,3039.5,5.03004E-05
3.0397,3039.7,5.22564E-05
3.0399,3039.9,0.000050268
3.0402,3040.2,0.000052236
3.0404,3040.4,5.02176E-05
3.0406,3040.6,5.22672E-05
3.0408,3040.8,5.02848E-05
3.041,3041,0.000052188
3.0412,3041.2,5.02848E-05
3.0415,3041.5,0.000052236
3.0417,3041.7,5.02536E-05
3.0419,3041.9,5.22288E-05
3.0421,3042.1,5.02392E-05
3.0423,3042.3,5.21892E-05
3.0426,3042.6,5.02452E-05
3.0428,3042.8,5.21676E-05
3.043,3043,5.02824E-05
3.0432,3043.2,0.000052182
3.0434,3043.4,0.000050166
3.0436,3043.6,0.00005214
3.0439,3043.9,5.01696E-05
3.0441,3044.1,5.21508E-05
3.0443,3044.3,5.02212E-05
3.0445,3044.5,0.000052116
3.0447,3044.7,5.01672E-05
3.0449,3044.9,5.21244E-05
3.0452,3045.2,5.02116E-05
3.0454,3045.4,5.21172E-05
3.0456,3045.6,5.02032E-05
3.0458,3045.8,5.20992E-05
3.046,3046,5.01648E-05
3.0462,3046.2,5.20692E-05
3.0465,3046.5,5.01516E-05
3.0467,3046.7,5.21004E-05
3.0469,3046.9,5.01384E-05
3.0471,3047.1,5.21088E-05
3.0473,3047.3,0.000050106
3.0475,3047.5,5.20176E-05
3.0478,3047.8,5.01528E-05
3.048,3048,5.21112E-05
3.0482,3048.2,5.01192E-05
3.0484,3048.4,0.000052026
3.0486,3048.6,5.01648E-05
3.0489,3048.9,5.20608E-05
3.0491,3049.1,5.01264E-05
3.0493,3049.3,5.20812E-05
3.0495,3049.5,0.000050082
3.0497,3049.7,0.000052044
3.0499,3049.9,5.01276E-05
3.0502,3050.2,5.20164E-05
3.0504,3050.4,5.00892E-05
3.0506,3050.6,5.19984E-05
3.0508,3050.8,5.00892E-05
3.051,3051,5.20308E-05
3.0512,3051.2,5.00412E-05
3.0515,3051.5,5.19744E-05
3.0517,3051.7,5.00544E-05
3.0519,3051.9,5.20092E-05
3.0521,3052.1,5.00352E-05
3.0523,3052.3,0.000052038
3.0525,3052.5,0.000050088
3.0528,3052.8,5.20008E-05
3.053,3053,5.00412E-05
3.0532,3053.2,5.19492E-05
3.0534,3053.4,5.00496E-05
3.0536,3053.6,5.19396E-05
3.0539,3053.9,0.000050046
3.0541,3054.1,5.19516E-05
3.0543,3054.3,5.00496E-05
3.0545,3054.5,5.19468E-05
3.0547,3054.7,5.00148E-05
3.0549,3054.9,0.0000519
3.0552,3055.2,5.00064E-05
3.0554,3055.4,5.19492E-05
3.0556,3055.6,4.99548E-05
3.0558,3055.8,5.19204E-05
3.056,3056,5.00232E-05
3.0562,3056.2,5.19312E-05
3.0565,3056.5,4.99752E-05
3.0567,3056.7,5.19156E-05
3.0569,3056.9,4.99356E-05
3.0571,3057.1,5.18892E-05
3.0573,3057.3,5.00124E-05
3.0575,3057.5,5.19036E-05
3.0578,3057.8,4.99512E-05
3.058,3058,5.18652E-05
3.0582,3058.2,4.99644E-05
3.0584,3058.4,5.18412E-05
3.0586,3058.6,4.99596E-05
3.0589,3058.9,5.18664E-05
3.0591,3059.1,0.00004989
3.0593,3059.3,5.18724E-05
3.0595,3059.5,0.000049902
3.0597,3059.7,5.18868E-05
3.0599,3059.9,4.98864E-05
3.0602,3060.2,0.000051834
3.0604,3060.4,0.000049932
3.0606,3060.6,5.18364E-05
3.0608,3060.8,0.000049896
3.061,3061,5.18268E-05
3.0612,3061.2,0.000049878
3.0615,3061.5,5.18388E-05
3.0617,3061.7,4.99284E-05
3.0619,3061.9,5.17872E-05
3.0621,3062.1,0.000049908
3.0623,3062.3,5.18136E-05
3.0625,3062.5,4.98492E-05
3.0628,3062.8,5.18184E-05
3.063,3063,4.98924E-05
3.0632,3063.2,5.17812E-05
3.0634,3063.4,0.000049902
3.0636,3063.6,5.17704E-05
3.0639,3063.9,4.98516E-05
3.0641,3064.1,5.17656E-05
3.0643,3064.3,4.98864E-05
3.0645,3064.5,5.17716E-05
3.0647,3064.7,4.98504E-05
3.0649,3064.9,0.000051774
3.0652,3065.2,4.98192E-05
3.0654,3065.4,5.17524E-05
3.0656,3065.6,4.98564E-05
3.0658,3065.8,5.17272E-05
3.066,3066,4.98228E-05
3.0662,3066.2,5.17152E-05
3.0665,3066.5,4.98156E-05
3.0667,3066.7,5.17248E-05
3.0669,3066.9,4.98516E-05
3.0671,3067.1,5.16636E-05
3.0673,3067.3,4.98564E-05
3.0675,3067.5,5.17104E-05
3.0678,3067.8,4.98204E-05
3.068,3068,5.17284E-05
3.0682,3068.2,0.0000498
3.0684,3068.4,5.16972E-05
3.0686,3068.6,4.97772E-05
3.0688,3068.8,0.000051672
3.0691,3069.1,4.97796E-05
3.0693,3069.3,5.16948E-05
3.0695,3069.5,4.97904E-05
3.0697,3069.7,5.16948E-05
3.0699,3069.9,4.97868E-05
3.0702,3070.2,5.16084E-05
3.0704,3070.4,0.000049692
3.0706,3070.6,0.000051672
3.0708,3070.8,0.000049746
3.071,3071,5.16948E-05
3.0712,3071.2,4.98012E-05
3.0715,3071.5,5.16852E-05
3.0717,3071.7,4.97532E-05
3.0719,3071.9,5.16192E-05
3.0721,3072.1,4.97352E-05
3.0723,3072.3,5.15712E-05
3.0725,3072.5,4.97268E-05
3.0728,3072.8,5.15784E-05
3.073,3073,4.96908E-05
3.0732,3073.2,5.16252E-05
3.0734,3073.4,4.97028E-05
3.0736,3073.6,5.16072E-05
3.0738,3073.8,4.97016E-05
3.0741,3074.1,5.16096E-05
3.0743,3074.3,0.00004971
3.0745,3074.5,5.15676E-05
3.0747,3074.7,4.96836E-05
3.0749,3074.9,5.15892E-05
3.0752,3075.2,4.97364E-05
3.0754,3075.4,5.15952E-05
3.0756,3075.6,4.96704E-05
3.0758,3075.8,0.00005157
3.076,3076,4.96764E-05
3.0762,3076.2,5.15616E-05
3.0765,3076.5,0.000049698
3.0767,3076.7,5.14932E-05
3.0769,3076.9,4.96656E-05
3.0771,3077.1,5.15004E-05
3.0773,3077.3,4.96572E-05
3.0775,3077.5,5.15364E-05
3.0778,3077.8,4.96236E-05
3.078,3078,5.14932E-05
3.0782,3078.2,4.95936E-05
3.0784,3078.4,5.15004E-05
3.0786,3078.6,4.96116E-05
3.0788,3078.8,5.15496E-05
3.0791,3079.1,4.96728E-05
3.0793,3079.3,0.000051474
3.0795,3079.5,0.000049638
3.0797,3079.7,5.14728E-05
3.0799,3079.9,4.95684E-05
3.0802,3080.2,5.15292E-05
3.0804,3080.4,4.95876E-05
3.0806,3080.6,5.15064E-05
3.0808,3080.8,4.96236E-05
3.081,3081,5.14596E-05
3.0812,3081.2,4.96176E-05
3.0815,3081.5,5.14476E-05
3.0817,3081.7,4.95948E-05
3.0819,3081.9,5.14824E-05
3.0821,3082.1,4.95792E-05
3.0823,3082.3,5.14536E-05
3.0825,3082.5,4.95732E-05
3.0828,3082.8,5.14428E-05
3.083,3083,4.95468E-05
3.0832,3083.2,0.000051384
3.0834,3083.4,4.95528E-05
3.0836,3083.6,5.14224E-05
3.0838,3083.8,4.95936E-05
3.0841,3084.1,5.14116E-05
3.0843,3084.3,0.000049536
3.0845,3084.5,0.000051384
3.0847,3084.7,4.95156E-05
3.0849,3084.9,5.14116E-05
3.0851,3085.1,4.95504E-05
3.0854,3085.4,5.13792E-05
3.0856,3085.6,4.95516E-05
3.0858,3085.8,5.13912E-05
3.086,3086,4.95156E-05
3.0862,3086.2,5.13504E-05
3.0865,3086.5,4.95168E-05
3.0867,3086.7,5.13864E-05
3.0869,3086.9,4.95336E-05
3.0871,3087.1,5.13552E-05
3.0873,3087.3,4.95132E-05
3.0875,3087.5,5.13972E-05
3.0878,3087.8,4.95312E-05
3.088,3088,5.13576E-05
3.0882,3088.2,4.94928E-05
3.0884,3088.4,5.13456E-05
3.0886,3088.6,4.94904E-05
3.0888,3088.8,5.13828E-05
3.0891,3089.1,4.94916E-05
3.0893,3089.3,5.13324E-05
3.0895,3089.5,4.94388E-05
3.0897,3089.7,0.0000513
3.0899,3089.9,4.94364E-05
3.0901,3090.1,0.00005133
3.0904,3090.4,4.94568E-05
3.0906,3090.6,0.00005127
3.0908,3090.8,4.94568E-05
3.091,3091,5.13108E-05
3.0912,3091.2,4.94484E-05
3.0915,3091.5,0.0000513
3.0917,3091.7,4.94484E-05
3.0919,3091.9,0.0000513
3.0921,3092.1,4.93656E-05
3.0923,3092.3,5.12976E-05
3.0925,3092.5,4.94256E-05
3.0928,3092.8,5.12592E-05
3.093,3093,4.93728E-05
3.0932,3093.2,5.12184E-05
3.0934,3093.4,4.94064E-05
3.0936,3093.6,5.12412E-05
3.0938,3093.8,0.000049356
3.0941,3094.1,5.12652E-05
3.0943,3094.3,4.93416E-05
3.0945,3094.5,5.12412E-05
3.0947,3094.7,4.93344E-05
3.0949,3094.9,5.12112E-05
3.0951,3095.1,4.93656E-05
3.0954,3095.4,5.11968E-05
3.0956,3095.6,4.93584E-05
3.0958,3095.8,5.12232E-05
3.096,3096,4.93752E-05
3.0962,3096.2,5.12172E-05
3.0965,3096.5,4.93704E-05
3.0967,3096.7,5.12244E-05
3.0969,3096.9,0.00004932
3.0971,3097.1,5.11536E-05
3.0973,3097.3,4.93956E-05
3.0975,3097.5,5.11896E-05
3.0978,3097.8,4.93188E-05
3.098,3098,5.11332E-05
3.0982,3098.2,4.93344E-05
3.0984,3098.4,5.11884E-05
3.0986,3098.6,4.93572E-05
3.0988,3098.8,5.11272E-05
3.0991,3099.1,4.93224E-05
3.0993,3099.3,0.000051102
3.0995,3099.5,4.92948E-05
3.0997,3099.7,5.10852E-05
3.0999,3099.9,4.93092E-05
3.1001,3100.1,5.11104E-05
3.1004,3100.4,0.000049332
3.1006,3100.6,5.11344E-05
3.1008,3100.8,4.92804E-05
3.101,3101,0.000051096
3.1012,3101.2,4.92852E-05
3.1015,3101.5,5.11152E-05
3.1017,3101.7,4.92396E-05
3.1019,3101.9,5.10636E-05
3.1021,3102.1,4.92516E-05
3.1023,3102.3,0.000051114
3.1025,3102.5,4.92516E-05
3.1028,3102.8,5.10492E-05
3.103,3103,4.92756E-05
3.1032,3103.2,5.10816E-05
3.1034,3103.4,4.92492E-05
3.1036,3103.6,0.000051072
3.1038,3103.8,4.92708E-05
3.1041,3104.1,5.10108E-05
3.1043,3104.3,0.000049242
3.1045,3104.5,5.10816E-05
3.1047,3104.7,4.92456E-05
3.1049,3104.9,5.10912E-05
3.1051,3105.1,4.92336E-05
3.1054,3105.4,5.10516E-05
3.1056,3105.6,4.92288E-05
3.1058,3105.8,5.10372E-05
3.106,3106,4.92552E-05
3.1062,3106.2,0.00005106
3.1064,3106.4,4.91796E-05
3.1067,3106.7,5.10348E-05
3.1069,3106.9,0.000049248
3.1071,3107.1,5.09772E-05
3.1073,3107.3,4.91844E-05
3.1075,3107.5,0.000051
3.1078,3107.8,0.0000492
3.108,3108,5.09688E-05
3.1082,3108.2,4.91988E-05
3.1084,3108.4,0.000050976
3.1086,3108.6,4.91772E-05
3.1088,3108.8,0.000051036
3.1091,3109.1,4.91904E-05
3.1093,3109.3,5.09832E-05
3.1095,3109.5,4.91412E-05
3.1097,3109.7,5.10324E-05
3.1099,3109.9,4.91652E-05
3.1101,3110.1,5.09808E-05
3.1104,3110.4,4.91328E-05
3.1106,3110.6,5.09472E-05
3.1108,3110.8,4.91196E-05
3.111,3111,5.09436E-05
3.1112,3111.2,4.91868E-05
3.1114,3111.4,5.09508E-05
3.1117,3111.7,4.91496E-05
3.1119,3111.9,5.09328E-05
3.1121,3112.1,0.000049074
3.1123,3112.3,5.09172E-05
3.1125,3112.5,4.91352E-05
3.1128,3112.8,5.09508E-05
3.113,3113,4.91448E-05
3.1132,3113.2,5.08728E-05
3.1134,3113.4,4.90584E-05
3.1136,3113.6,5.08824E-05
3.1138,3113.8,4.90932E-05
3.1141,3114.1,5.09064E-05
3.1143,3114.3,4.91172E-05
3.1145,3114.5,5.08272E-05
3.1147,3114.7,4.90848E-05
3.1149,3114.9,5.08776E-05
3.1151,3115.1,4.90728E-05
3.1154,3115.4,5.08308E-05
3.1156,3115.6,4.90272E-05
3.1158,3115.8,5.08452E-05
3.116,3116,4.90968E-05
3.1162,3116.2,5.08488E-05
3.1164,3116.4,4.90704E-05
3.1167,3116.7,5.08356E-05
3.1169,3116.9,4.90824E-05
3.1171,3117.1,5.08128E-05
3.1173,3117.3,4.90296E-05
3.1175,3117.5,5.08104E-05
3.1178,3117.8,4.90068E-05
3.118,3118,5.08632E-05
3.1182,3118.2,4.90368E-05
3.1184,3118.4,5.08248E-05
3.1186,3118.6,4.90188E-05
3.1188,3118.8,5.07648E-05
3.1191,3119.1,0.000048996
3.1193,3119.3,5.07744E-05
3.1195,3119.5,4.90428E-05
3.1197,3119.7,5.07552E-05
3.1199,3119.9,4.89948E-05
3.1201,3120.1,5.08404E-05
3.1204,3120.4,4.90236E-05
3.1206,3120.6,5.07864E-05
3.1208,3120.8,4.90104E-05
3.121,3121,5.07756E-05
3.1212,3121.2,4.89492E-05
3.1214,3121.4,5.07636E-05
3.1217,3121.7,4.89984E-05
3.1219,3121.9,5.07336E-05
3.1221,3122.1,4.90116E-05
3.1223,3122.3,5.07348E-05
3.1225,3122.5,4.90008E-05
3.1227,3122.7,5.07084E-05
3.123,3123,4.89192E-05
3.1232,3123.2,5.07336E-05
3.1234,3123.4,4.89288E-05
3.1236,3123.6,5.06868E-05
3.1238,3123.8,0.000048954
3.1241,3124.1,5.07768E-05
3.1243,3124.3,0.00004896
3.1245,3124.5,5.06904E-05
3.1247,3124.7,4.89048E-05
3.1249,3124.9,5.06796E-05
3.1251,3125.1,4.89264E-05
3.1254,3125.4,0.000050694
3.1256,3125.6,4.88856E-05
3.1258,3125.8,5.07168E-05
3.126,3126,4.89396E-05
3.1262,3126.2,5.06208E-05
3.1264,3126.4,4.89576E-05
3.1267,3126.7,5.06796E-05
3.1269,3126.9,4.89168E-05
3.1271,3127.1,5.06724E-05
3.1273,3127.3,0.000048942
3.1275,3127.5,5.06676E-05
3.1277,3127.7,4.88916E-05
3.128,3128,5.06532E-05
3.1282,3128.2,4.88844E-05
3.1284,3128.4,5.06508E-05
3.1286,3128.6,0.00004887
3.1288,3128.8,5.06616E-05
3.1291,3129.1,4.88772E-05
3.1293,3129.3,5.06208E-05
3.1295,3129.5,4.88952E-05
3.1297,3129.7,5.06064E-05
3.1299,3129.9,4.88352E-05
3.1301,3130.1,0.000050568
3.1304,3130.4,4.88592E-05
3.1306,3130.6,0.00005064
3.1308,3130.8,4.88496E-05
3.131,3131,0.000050598
3.1312,3131.2,4.88676E-05
3.1314,3131.4,5.05728E-05
3.1317,3131.7,0.000048768
3.1319,3131.9,5.05968E-05
3.1321,3132.1,4.87776E-05
3.1323,3132.3,5.06124E-05
3.1325,3132.5,4.87872E-05
3.1327,3132.7,5.06028E-05
3.133,3133,4.88124E-05
3.1332,3133.2,5.05884E-05
3.1334,3133.4,4.88304E-05
3.1336,3133.6,5.05428E-05
3.1338,3133.8,0.00004881
3.1341,3134.1,5.05572E-05
3.1343,3134.3,4.87836E-05
3.1345,3134.5,0.000050556
3.1347,3134.7,4.88304E-05
3.1349,3134.9,5.05272E-05
3.1351,3135.1,4.87944E-05
3.1354,3135.4,5.05992E-05
3.1356,3135.6,4.87524E-05
3.1358,3135.8,5.05332E-05
3.136,3136,4.87992E-05
3.1362,3136.2,0.00005055
3.1364,3136.4,4.88136E-05
3.1367,3136.7,0.000050502
3.1369,3136.9,0.000048756
3.1371,3137.1,5.04552E-05
3.1373,3137.3,4.87668E-05
3.1375,3137.5,5.04888E-05
3.1377,3137.7,4.87668E-05
3.138,3138,0.000050496
3.1382,3138.2,4.87176E-05
3.1384,3138.4,5.04528E-05
3.1386,3138.6,4.87596E-05
3.1388,3138.8,0.00005049
3.1391,3139.1,4.87632E-05
3.1393,3139.3,5.04888E-05
3.1395,3139.5,0.000048774
3.1397,3139.7,0.000050496
3.1399,3139.9,4.87356E-05
3.1401,3140.1,5.04372E-05
3.1404,3140.4,0.000048714
3.1406,3140.6,5.04372E-05
3.1408,3140.8,4.87476E-05
3.141,3141,5.04228E-05
3.1412,3141.2,4.86996E-05
3.1414,3141.4,0.000050406
3.1417,3141.7,4.86864E-05
3.1419,3141.9,5.04384E-05
3.1421,3142.1,4.87008E-05
3.1423,3142.3,0.00005043
3.1425,3142.5,4.86972E-05
3.1427,3142.7,5.03556E-05
3.143,3143,0.000048714
3.1432,3143.2,0.000050424
3.1434,3143.4,4.86804E-05
3.1436,3143.6,5.03676E-05
3.1438,3143.8,4.86852E-05
3.144,3144,5.03964E-05
3.1443,3144.3,0.000048666
3.1445,3144.5,5.03724E-05
3.1447,3144.7,4.86864E-05
3.1449,3144.9,5.03628E-05
3.1451,3145.1,4.86888E-05
3.1454,3145.4,5.03268E-05
3.1456,3145.6,4.86684E-05
3.1458,3145.8,5.03568E-05
3.146,3146,4.86588E-05
3.1462,3146.2,5.03496E-05
3.1464,3146.4,4.86348E-05
3.1467,3146.7,0.000050394
3.1469,3146.9,0.000048648
3.1471,3147.1,5.03544E-05
3.1473,3147.3,0.000048642
3.1475,3147.5,5.03424E-05
3.1477,3147.7,4.85748E-05
3.148,3148,5.03412E-05
3.1482,3148.2,4.85844E-05
3.1484,3148.4,5.02824E-05
3.1486,3148.6,4.85916E-05
3.1488,3148.8,5.02956E-05
3.149,3149,4.85988E-05
3.1493,3149.3,5.03016E-05
3.1495,3149.5,4.85604E-05
3.1497,3149.7,5.03256E-05
3.1499,3149.9,4.85988E-05
3.1501,3150.1,5.02968E-05
3.1504,3150.4,4.85964E-05
3.1506,3150.6,0.000050244
3.1508,3150.8,0.000048588
3.151,3151,5.02296E-05
3.1512,3151.2,0.000048558
3.1514,3151.4,5.02872E-05
3.1517,3151.7,0.000048528
3.1519,3151.9,5.02296E-05
3.1521,3152.1,4.85592E-05
3.1523,3152.3,5.02488E-05
3.1525,3152.5,0.000048564
3.1527,3152.7,5.02344E-05
3.153,3153,4.85436E-05
3.1532,3153.2,5.02296E-05
3.1534,3153.4,4.85676E-05
3.1536,3153.6,5.02392E-05
3.1538,3153.8,4.85556E-05
3.154,3154,0.000050214
3.1543,3154.3,4.85604E-05
3.1545,3154.5,5.02188E-05
3.1547,3154.7,4.85184E-05
3.1549,3154.9,5.01888E-05
3.1551,3155.1,0.000048498
3.1554,3155.4,0.000050208
3.1556,3155.6,0.000048462
3.1558,3155.8,5.02176E-05
3.156,3156,4.84572E-05
3.1562,3156.2,5.02392E-05
3.1564,3156.4,4.85196E-05
3.1567,3156.7,5.01756E-05
3.1569,3156.9,0.000048516
3.1571,3157.1,5.02032E-05
3.1573,3157.3,4.84776E-05
3.1575,3157.5,5.02332E-05
3.1577,3157.7,4.84836E-05
3.158,3158,5.01684E-05
3.1582,3158.2,4.84404E-05
3.1584,3158.4,0.000050178
3.1586,3158.6,4.84464E-05
3.1588,3158.8,5.01468E-05
3.159,3159,4.84368E-05
3.1593,3159.3,5.01264E-05
3.1595,3159.5,4.84692E-05
3.1597,3159.7,0.000050172
3.1599,3159.9,4.83972E-05
3.1601,3160.1,5.01168E-05
3.1603,3160.3,4.84812E-05
3.1606,3160.6,5.01228E-05
3.1608,3160.8,4.83768E-05
3.161,3161,0.000050154
3.1612,3161.2,4.83888E-05
3.1614,3161.4,5.00712E-05
3.1617,3161.7,0.000048408
3.1619,3161.9,5.00784E-05
3.1621,3162.1,0.000048408
3.1623,3162.3,5.00472E-05
3.1625,3162.5,0.000048384
3.1627,3162.7,0.00005007
3.163,3163,0.000048414
3.1632,3163.2,5.01012E-05
3.1634,3163.4,4.83792E-05
3.1636,3163.6,5.00904E-05
3.1638,3163.8,4.83828E-05
3.164,3164,5.00412E-05
3.1643,3164.3,4.83996E-05
3.1645,3164.5,5.00952E-05
3.1647,3164.7,4.83156E-05
3.1649,3164.9,5.00376E-05
3.1651,3165.1,4.83468E-05
3.1653,3165.3,5.00376E-05
3.1656,3165.6,4.83468E-05
3.1658,3165.8,0.00005001
3.166,3166,4.83372E-05
3.1662,3166.2,4.99824E-05
3.1664,3166.4,4.83648E-05
3.1667,3166.7,5.00448E-05
3.1669,3166.9,0.00004836
3.1671,3167.1,5.00184E-05
3.1673,3167.3,4.83084E-05
3.1675,3167.5,5.00184E-05
3.1677,3167.7,0.000048366
3.168,3168,4.99788E-05
3.1682,3168.2,4.83048E-05
3.1684,3168.4,4.99908E-05
3.1686,3168.6,4.83324E-05
3.1688,3168.8,4.99788E-05
3.169,3169,0.000048306
3.1693,3169.3,4.99632E-05
3.1695,3169.5,4.83408E-05
3.1697,3169.7,5.00376E-05
3.1699,3169.9,4.82664E-05
3.1701,3170.1,0.00004992
3.1703,3170.3,4.83204E-05
3.1706,3170.6,5.00076E-05
3.1708,3170.8,4.82724E-05
3.171,3171,4.99584E-05
3.1712,3171.2,4.83048E-05
3.1714,3171.4,4.99536E-05
3.1717,3171.7,4.83012E-05
3.1719,3171.9,4.99068E-05
3.1721,3172.1,4.82808E-05
3.1723,3172.3,4.99548E-05
3.1725,3172.5,0.000048306
3.1727,3172.7,4.99488E-05
3.173,3173,4.82304E-05
3.1732,3173.2,4.99632E-05
3.1734,3173.4,4.82028E-05
3.1736,3173.6,4.99128E-05
3.1738,3173.8,4.82256E-05
3.174,3174,0.000049914
3.1743,3174.3,4.82688E-05
3.1745,3174.5,4.98828E-05
3.1747,3174.7,0.000048252
3.1749,3174.9,4.99236E-05
3.1751,3175.1,0.000048204
3.1753,3175.3,4.98684E-05
3.1756,3175.6,4.82004E-05
3.1758,3175.8,0.000049884
3.176,3176,4.82484E-05
3.1762,3176.2,4.98516E-05
3.1764,3176.4,0.000048222
3.1767,3176.7,4.98504E-05
3.1769,3176.9,4.82328E-05
3.1771,3177.1,4.98672E-05
3.1773,3177.3,4.81584E-05
3.1775,3177.5,0.00004983
3.1777,3177.7,0.00004824
3.178,3178,4.98336E-05
3.1782,3178.2,4.81812E-05
3.1784,3178.4,4.98204E-05
3.1786,3178.6,0.000048228
3.1788,3178.8,0.000049848
3.179,3179,0.000048186
3.1793,3179.3,0.00004983
3.1795,3179.5,4.81884E-05
3.1797,3179.7,4.98012E-05
3.1799,3179.9,4.81704E-05
3.1801,3180.1,4.97604E-05
3.1803,3180.3,4.81584E-05
3.1806,3180.6,0.00004983
3.1808,3180.8,4.81716E-05
3.181,3181,4.98156E-05
3.1812,3181.2,0.000048156
3.1814,3181.4,4.97844E-05
3.1816,3181.6,4.81416E-05
3.1819,3181.9,4.97976E-05
3.1821,3182.1,0.000048102
3.1823,3182.3,4.97436E-05
3.1825,3182.5,4.81608E-05
3.1827,3182.7,4.97724E-05
3.183,3183,4.81884E-05
3.1832,3183.2,4.97376E-05
3.1834,3183.4,4.81476E-05
3.1836,3183.6,4.97412E-05
3.1838,3183.8,4.80996E-05
3.184,3184,0.000049782
3.1843,3184.3,4.80708E-05
3.1845,3184.5,4.97256E-05
3.1847,3184.7,4.81368E-05
3.1849,3184.9,4.97304E-05
3.1851,3185.1,0.000048108
3.1853,3185.3,4.97196E-05
3.1856,3185.6,4.80996E-05
3.1858,3185.8,0.000049752
3.186,3186,4.80828E-05
3.1862,3186.2,4.96716E-05
3.1864,3186.4,4.80744E-05
3.1866,3186.6,4.97184E-05
3.1869,3186.9,4.80756E-05
3.1871,3187.1,4.96956E-05
3.1873,3187.3,4.80648E-05
3.1875,3187.5,4.97088E-05
3.1877,3187.7,4.80588E-05
3.188,3188,0.00004968
3.1882,3188.2,4.80732E-05
3.1884,3188.4,4.96692E-05
3.1886,3188.6,4.80516E-05
3.1888,3188.8,0.000049656
3.189,3189,4.80324E-05
3.1893,3189.3,4.96452E-05
3.1895,3189.5,4.80348E-05
3.1897,3189.7,0.00004968
3.1899,3189.9,4.80456E-05
3.1901,3190.1,4.96608E-05
3.1903,3190.3,4.80492E-05
3.1906,3190.6,4.96356E-05
3.1908,3190.8,4.80564E-05
3.191,3191,4.96464E-05
3.1912,3191.2,4.80144E-05
3.1914,3191.4,4.96176E-05
3.1916,3191.6,4.80228E-05
3.1919,3191.9,4.96188E-05
3.1921,3192.1,0.000048018
3.1923,3192.3,4.96116E-05
3.1925,3192.5,4.79868E-05
3.1927,3192.7,4.95792E-05
3.193,3193,4.79184E-05
3.1932,3193.2,4.95924E-05
3.1934,3193.4,4.79988E-05
3.1936,3193.6,4.95636E-05
3.1938,3193.8,4.79928E-05
3.194,3194,4.96164E-05
3.1943,3194.3,4.79892E-05
3.1945,3194.5,0.000049596
3.1947,3194.7,4.79784E-05
3.1949,3194.9,4.95924E-05
3.1951,3195.1,0.000048012
3.1953,3195.3,4.95744E-05
3.1956,3195.6,4.79448E-05
3.1958,3195.8,4.95468E-05
3.196,3196,4.79088E-05
3.1962,3196.2,4.95852E-05
3.1964,3196.4,0.00004794
3.1966,3196.6,4.95732E-05
3.1969,3196.9,4.79424E-05
3.1971,3197.1,0.000049536
3.1973,3197.3,4.79832E-05
3.1975,3197.5,4.95144E-05
3.1977,3197.7,4.79352E-05
3.1979,3197.9,4.95348E-05
3.1982,3198.2,4.79172E-05
3.1984,3198.4,4.95396E-05
3.1986,3198.6,4.79124E-05
3.1988,3198.8,4.95684E-05
3.199,3199,0.000047898
3.1993,3199.3,4.95072E-05
3.1995,3199.5,4.78524E-05
3.1997,3199.7,4.95444E-05
3.1999,3199.9,4.78908E-05
3.2001,3200.1,4.94988E-05
3.2003,3200.3,4.78932E-05
3.2006,3200.6,4.94736E-05
3.2008,3200.8,4.79292E-05
3.201,3201,0.0000495
3.2012,3201.2,4.78704E-05
3.2014,3201.4,4.94604E-05
3.2016,3201.6,4.78548E-05
3.2019,3201.9,4.94376E-05
3.2021,3202.1,0.000047886
3.2023,3202.3,4.94628E-05
3.2025,3202.5,4.78488E-05
3.2027,3202.7,4.94652E-05
3.2029,3202.9,4.79316E-05
3.2032,3203.2,4.94676E-05
3.2034,3203.4,4.78548E-05
3.2036,3203.6,0.000049434
3.2038,3203.8,4.78464E-05
3.204,3204,4.94532E-05
3.2043,3204.3,4.78992E-05
3.2045,3204.5,4.94496E-05
3.2047,3204.7,4.78236E-05
3.2049,3204.9,0.00004944
3.2051,3205.1,4.78404E-05
3.2053,3205.3,4.93968E-05
3.2056,3205.6,4.78248E-05
3.2058,3205.8,4.93968E-05
3.206,3206,4.78524E-05
3.2062,3206.2,4.93992E-05
3.2064,3206.4,4.78572E-05
3.2066,3206.6,0.000049464
3.2069,3206.9,4.78212E-05
3.2071,3207.1,4.93968E-05
3.2073,3207.3,4.78476E-05
3.2075,3207.5,4.93776E-05
3.2077,3207.7,4.77636E-05
3.2079,3207.9,4.94136E-05
3.2082,3208.2,4.78548E-05
3.2084,3208.4,4.93836E-05
